Was ist das Coronavirus oder COVID-19?;01.1.aboutVirus_WhatIsIt
Ist @covid dasselbe wie die Grippe?;01.1.aboutVirus_WhatIsIt
Was genau ist @covid?;01.1.aboutVirus_WhatIsIt
Seit wann hat die Pandemie begonnen?;01.1.aboutVirus_WhatIsIt
Ist @covid dasselbe wie SARS?;01.1.aboutVirus_WhatIsIt
Was ist @covid?;01.1.aboutVirus_WhatIsIt
Was ist der Ursprung von @covid?;01.1.aboutVirus_WhatIsIt
Erzähl mir von @covid ;01.1.aboutVirus_WhatIsIt
Ich habe von covid-19 gehört. Was ist das?;01.1.aboutVirus_WhatIsIt
Das MERS ist wie der @covid?;01.1.aboutVirus_WhatIsIt
kann ich durch Kochen Familie anstecken?;01.2.aboutVirus_Transmission
Übertragung des Coronavirus auf andere;01.2.aboutVirus_Transmission
Gibt es Risiken im Zusammenhang mit Haustieren ?;01.2.aboutVirus_Transmission
Ist meine Katze infiziert?;01.2.aboutVirus_Transmission
Ist mein Hund infiziert?;01.2.aboutVirus_Transmission
Können Gesunde  das Virus übertragen?;01.2.aboutVirus_Transmission
Wie kann ich mich infizieren?;01.2.aboutVirus_Transmission
Kann man die Krankheit durch Wasser übertragen?;01.2.aboutVirus_Transmission
Wenn ich @covid habe und das Essen zubereite, kann ich es dann an meine Verwandten weitergeben?;01.2.aboutVirus_Transmission
Wie übertrage ich @covid?;01.2.aboutVirus_Transmission
Wie wird @covid verbreitet?;01.2.aboutVirus_Transmission
Wie wird das Virus verbreitet?;01.2.aboutVirus_Transmission
Wie bekommen die Menschen es?;01.2.aboutVirus_Transmission
Wo wird das Virus am meisten verbreitet?;01.2.aboutVirus_Transmission
Wenn ich wieder gesund bin, kann ich trotzdem andere anstecken?;01.2.aboutVirus_Transmission
Seit wann kann der Mensch andere anstecken?;01.2.aboutVirus_Transmission
Wird @covid durch Nahrung übertragen?;01.2.aboutVirus_Transmission
Verbreitet sich @covid durch Wasser?;01.2.aboutVirus_Transmission
Inwieweit wird das Virus in einem geschlossenen Raum übertragen?;01.2.aboutVirus_Transmission
Verbreitet sich @Covid durch die Luft?;01.2.aboutVirus_Transmission
Erzählen Sie mir von der Übertragung des Virus;01.2.aboutVirus_Transmission
Wie breitet sich die Seuche aus?;01.2.aboutVirus_Transmission
Wie werde ich mit @covid krank?;01.2.aboutVirus_Transmission
Kann man die Krankheit durch Nahrung bekommen?;01.2.aboutVirus_Transmission
Bin ich gefährdet?;01.3.aboutVirus_HighRiskGroups
Welche Gruppe ist am meisten gefährdet?;01.3.aboutVirus_HighRiskGroups
Bin ich als Dyalisepatient stärker gefährdet?;01.3.aboutVirus_HighRiskGroups
Wer gehört zur Risikogruppe?;01.3.aboutVirus_HighRiskGroups
Ist meine Großmutter stärker gefährdet als ich?;01.3.aboutVirus_HighRiskGroups
Ist @covid gefährlich?;01.3.aboutVirus_HighRiskGroups
Welche Gruppen von Einwohnern sind am meisten gefährdet?;01.3.aboutVirus_HighRiskGroups
Ist das Virus gefährlich für die Schwangerschaft?;01.3.aboutVirus_HighRiskGroups
Wer gilt als gefährdet?;01.3.aboutVirus_HighRiskGroups
Woher weiß ich, ob ich zur Risikogruppe gehöre;01.3.aboutVirus_HighRiskGroups
Gehöre ich zur Risikogruppe wenn ich Krebs habe?;01.3.aboutVirus_HighRiskGroups
Ist der Virus für Schwangere gefährlich?;01.3.aboutVirus_HighRiskGroups
Sind Menschen mit Krebs anfälliger?;01.3.aboutVirus_HighRiskGroups
Welche Menschen sind gefährdet?;01.3.aboutVirus_HighRiskGroups
Ich habe Krebs. Was bedeutet das für das Virus?;01.3.aboutVirus_HighRiskGroups
Mein Sohn hat Muskeldystrophie. Ist er gefährdet?;01.3.aboutVirus_HighRiskGroups
Wer ist gefährdet? ;01.3.aboutVirus_HighRiskGroups
Was sind die Risiken von @covid für schwangere Frauen?;01.3.aboutVirus_HighRiskGroups
Welche Gruppen sind gefährdet?;01.3.aboutVirus_HighRiskGroups
Wer ist gefährdet? ;01.3.aboutVirus_HighRiskGroups
Sind Kinder besser vor @covid geschützt als ältere Menschen?;01.3.aboutVirus_HighRiskGroups
Sind meine Großeltern gefährdet? ;01.3.aboutVirus_HighRiskGroups
Wer ist am meisten bedroht?;01.3.aboutVirus_HighRiskGroups
Inwieweit sind ältere Menschen stärker gefährdet?;01.3.aboutVirus_HighRiskGroups
hat man als Krebspatient eine höhere Wahrscheinlichkeit zu sterben?;01.3.aboutVirus_HighRiskGroups
Wann treten die  ersten Symptome auf?;01.4.aboutVirus_Incubation_Period
Wie lang ist die Inkubationszeit?;01.4.aboutVirus_Incubation_Period
Inkubationszeit;01.4.aboutVirus_Incubation_Period
Was ist die Inkubationszeit?;01.4.aboutVirus_Incubation_Period
Inkubation von @covid?;01.4.aboutVirus_Incubation_Period
Wie lange dauert es bis die ersten Symptoe auftreten?;01.4.aboutVirus_Incubation_Period
Inkubationszeit ;01.4.aboutVirus_Incubation_Period
Was ist die Inkubationszeit von @covid?;01.4.aboutVirus_Incubation_Period
Ist die Inkubationszeit 14 Tage oder weniger?;01.4.aboutVirus_Incubation_Period
Dauer der Inkubationszeit für @covid;01.4.aboutVirus_Incubation_Period
Mein Kollege wurde vor drei Tagen positiv auf Covid getestet.;01.4.aboutVirus_Incubation_Period
Wenn meine Familie und ich nach 14 Tagen keine Symptome haben, bin ich dann sicher?;01.4.aboutVirus_Incubation_Period
Wie lang ist die Inkubationszeit für @covid?;01.4.aboutVirus_Incubation_Period
Wie lange dauert es bis man Testresultate hat?;01.4.aboutVirus_Incubation_Period
Ich habe vor 2 Tagen mit einem Kollegen zu Mittag gegessen, der positiv getestet wurde;01.4.aboutVirus_Incubation_Period
Nach wie vielen Tagen weiss man ob man gesund ist?;01.4.aboutVirus_Incubation_Period
Wie lange dauert die Inkubation von @covid;01.4.aboutVirus_Incubation_Period
Wie lange dauert es bis ich weiss ob ich krank bin?;01.4.aboutVirus_Incubation_Period
Treten die ersten Symptome nach 5 oder 10 Tagen auf?;01.4.aboutVirus_Incubation_Period
Bin ich nach der Genesung noch ansteckend?;01.4.aboutVirus_Incubation_Period
Wie lange dauert die Inkubation des Virus?;01.4.aboutVirus_Incubation_Period
Nach wie vielen Tagen kann ich sicher sein, dass ich infiziert bin;01.4.aboutVirus_Incubation_Period
Wie lange dauert es bis zu den ersten symptomen;01.4.aboutVirus_Incubation_Period
Was ist die Inkubationszeit @covid?;01.4.aboutVirus_Incubation_Period
Kann das Virus mutieren?;01.5.aboutVirus_mutation
Wie viele Formen von @covid gibt es?;01.5.aboutVirus_mutation
Virenänderung;01.5.aboutVirus_mutation
Wie wird @covid transformiert?;01.5.aboutVirus_mutation
Was ist eine Mutation?;01.5.aboutVirus_mutation
Was sind die möglichen Mutationen des Virus?;01.5.aboutVirus_mutation
 stimmt es, dass sich das Virus verändert? Gibt es mehr als einen?;01.5.aboutVirus_mutation
Wenn man mit einem Stamm infiziert sind, ist man dann gegen alle immun?;01.5.aboutVirus_mutation
Warum gibt es mehrere Stämme?;01.5.aboutVirus_mutation
Ist @covid in jedem Land dasselbe?;01.5.aboutVirus_mutation
Wie viele Stämme gibt es?;01.5.aboutVirus_mutation
Mutation von @covid;01.5.aboutVirus_mutation
Was sind die Unterschiede zwischen den L- und S-Formen von @covid?;01.5.aboutVirus_mutation
Ist das Virus mutiert?;01.5.aboutVirus_mutation
Was ist der häufigste Stamm von @covid?;01.5.aboutVirus_mutation
Was ist der ursprüngliche Stamm von @covid?;01.5.aboutVirus_mutation
Erzählen Sie mir von der Mutation von @covid?;01.5.aboutVirus_mutation
Wie mutiert ein @covid? ;01.5.aboutVirus_mutation
Wir haben nicht alle den gleichen @covid-Virus. Wo liegen die Unterschiede?;01.5.aboutVirus_mutation
Verändert sich das Virus mit der Zeit?;01.5.aboutVirus_mutation
Gibt es verschiedene Arten von @covid ;01.5.aboutVirus_mutation
Wissen wir  wie der Covid mutiert ist?;01.5.aboutVirus_mutation
Wie ist der @Covid mutiert?;01.5.aboutVirus_mutation
Welche Mutationen hat @covid?;01.5.aboutVirus_mutation
Ist das Virus mutiert? ;01.5.aboutVirus_mutation
Wie wird sich @covid in den kommenden Wochen verändern?;01.6aboutVirus_futur
Sollte die Verbreitung von @covid begrenzt werden?;01.6aboutVirus_futur
Was zeigen internationale Studien?;01.6aboutVirus_futur
Können Wissenschaftler uns mit @covid projizieren?;01.6aboutVirus_futur
Wissen wir wie lang der Virus bleibt?;01.6aboutVirus_futur
Was wird aus @covid werden?;01.6aboutVirus_futur
Wie wird sich COVID-19 weiterentwickeln?;01.6aboutVirus_futur
Treten die schweren Fälle von @covid nur bei gefährdeten Menschen auf?;01.6aboutVirus_futur
Bei wem sind schwere Fälle aufgetreten?;01.6aboutVirus_futur
Welche Bevölkerung ist Studien zufolge von @covid betroffen?;01.6aboutVirus_futur
Was ist der Zweck der vom Präsidenten der Republik ergriffenen Massnahmen?;01.6aboutVirus_futur
Werden wir sterben?;01.6aboutVirus_futur
Werden junge Menschen davon betroffen sein? ;01.6aboutVirus_futur
Wird es eine zweite Welle des Virus geben, das auch junge Menschen befällt?;01.6aboutVirus_futur
Welche zukünftige Bevölkerung wird betroffen sein? ;01.6aboutVirus_futur
Wie können wir die Ausbreitungsgeschwindigkeit von @covid begrenzen?;01.6aboutVirus_futur
Was ist der Zweck der Begrenzung der Verbreitung von @covid?;01.6aboutVirus_futur
Wie sieht die Zukunft von @covid aus? ;01.6aboutVirus_futur
Wenn sich das Virus weiterentwickelt, können dann eher die Jungen sterben?;01.6aboutVirus_futur
Was wird in den nächsten Tagen für @covid geschehen?;01.6aboutVirus_futur
Wer ist in anderen Ländern mit @covid infiziert worden?;01.6aboutVirus_futur
Können junge Menschen @covid bekommen?;01.6aboutVirus_futur
Können junge Menschen schwere Formen von @covid entwickeln?;01.6aboutVirus_futur
Warum die Ausbreitungsrate von @covid begrenzen?;01.6aboutVirus_futur
Ist die gesamte Bevölkerung von @covid betroffen?;01.6aboutVirus_futur
Sind die Maßnahmen der Regierung radikal?;01.7.aboutVirus_CountryReady
Welche Maßnahmen ergreift Deutschland in Bezug auf @covid?;01.7.aboutVirus_CountryReady
Wer überwacht den Fortschritt von @covid?;01.7.aboutVirus_CountryReady
Welche Maßnahmen werden in Bayern gegen @covid ergriffen?;01.7.aboutVirus_CountryReady
Ist die Regierung bereit für @covid?;01.7.aboutVirus_CountryReady
Was hat die Regierung beschlossen?;01.7.aboutVirus_CountryReady
Wie geht Hamburg gegen @covid-19 vor?;01.7.aboutVirus_CountryReady
Tun wir genug?;01.7.aboutVirus_CountryReady
Und wie sieht es mit den Vorkehrungen aus, die Deutschland gegen @covid unternimmt?;01.7.aboutVirus_CountryReady
Reichen die Maßnahmen aus?;01.7.aboutVirus_CountryReady
Was unternimmt die Regierung gegen die Epidemie?;01.7.aboutVirus_CountryReady
Wie werden wir über die Entwicklung von @covid informiert?;01.7.aboutVirus_CountryReady
Tut die Kanzlerin genug?;01.7.aboutVirus_CountryReady
wie geht Deutschland mit @covid um?;01.7.aboutVirus_CountryReady
Hat Deutschland alle Maßnahmen zur Bekämpfung von @covid ergriffen?;01.7.aboutVirus_CountryReady
 hinkt Deutschland im Kampf gegen @covid hinterher?;01.7.aboutVirus_CountryReady
Welche Maßnahmen hat die deutsche Regierung ergriffen?;01.7.aboutVirus_CountryReady
Reagiert Deutschland ausreichend auf @covid?;01.7.aboutVirus_CountryReady
Gibt es kranke Menschen um mich herum?;01.8.aboutVirus_numbers
Sind dies die neuesten Zahlen?;01.8.aboutVirus_numbers
Wieviel Tote gibt es in Bayern?;01.8.aboutVirus_numbers
Wie ist die Totenstatistik in Deutschland;01.8.aboutVirus_numbers
Was sind die Fallzahlen in Hessen?;01.8.aboutVirus_numbers
Wie viele Fälle von @covid in Deutschland?;01.8.aboutVirus_numbers
Wie viele Kranke gibt es in Deutschland?;01.8.aboutVirus_numbers
Wie entwickelt sich die Kurve von Infizierten?;01.8.aboutVirus_numbers
Was sind die  @covid Notfall-Nummern?;01.8.aboutVirus_numbers
Wo kann ich @covid-Statistiken aus der ganzen Welt finden?;01.8.aboutVirus_numbers
Nimmt die Zahl der Infizierten ab oder zu?;01.8.aboutVirus_numbers
Gibt es in Deutschland Todesfälle durch @covid?;01.8.aboutVirus_numbers
Wie viele infizierte Menschen gibt es auf der Welt?;01.8.aboutVirus_numbers
Wie hoch ist die Belastung durch @covid in Deutschland?;01.8.aboutVirus_numbers
Wo sind die Fälle von @covid?;01.8.aboutVirus_numbers
Wie wird die Entwiclung von @covid gemessen?;01.8.aboutVirus_numbers
Wie hoch ist die Anzahl von @covid infizierten oder Toten;01.8.aboutVirus_numbers
Gibt es Fälle von @covid in der Ile de France?;01.8.aboutVirus_numbers
Wie viele Menschen sind infiziert?;01.8.aboutVirus_numbers
Wie viele infizierte Menschen gibt es in meiner Gegend?;01.8.aboutVirus_numbers
Wie viele Menschen sind positiv getestet? ;01.8.aboutVirus_numbers
Wie viele Menschen sind krank?;01.8.aboutVirus_numbers
In welchem Stadium befinden wir uns?;01.8.aboutVirus_numbers
Wie viele Risikogebiete von @covid gibt es in Deutschland?;01.8.aboutVirus_numbers
Gibt es bestätigte Fälle von @covid in der Ile de France?;01.8.aboutVirus_numbers
Gibt es in meiner Nähe irgendwelche Fälle?;01.8.aboutVirus_numbers
Wie lauten die neuesten Zahlen aus COVID-19?;01.8.aboutVirus_numbers
Wer liefert die Daten zu @covid in Deutschland?;01.8.aboutVirus_numbers
Wie ist die Statistik mit den Infizierten?;01.8.aboutVirus_numbers
Wieviele Menschen sind infiziert?;01.8.aboutVirus_numbers
auf welcher Webseite stehen die täglichen Fallzahlen?;01.8.aboutVirus_numbers
Wo finde ich die Fallzahlen zu @covid in Deutschland?;01.8.aboutVirus_numbers
Wo kann ich die offizielle Statistik zu @covid finden?;01.8.aboutVirus_numbers
Was soll ich tun, damit ich gesund bleibe?;02.1.Prevention_info
Wie kann ich mich schützen?;02.1.Prevention_info
Was ist die wirksamste Prävention?;02.1.Prevention_info
Wie hoch ist das Risiko dass mein Kind an COVID-19 erkrankt?;02.1.Prevention_info
Wirksame Prävention gegen @covid?;02.1.Prevention_info
Was sind die Schutz-Maßnahmen im Umgang mit anderen;02.1.Prevention_info
Wie kann ich sicher stellen, dass meine Familie gesund bleibt?;02.1.Prevention_info
Was ist die beste Prävention gegen @covid?;02.1.Prevention_info
Sollte ich Menschen meiden?;02.1.Prevention_info
Wie kann ich mich vor @covid schützen?;02.1.Prevention_info
Ist es überhaupt möglich, dass Virus zu meiden;02.1.Prevention_info
wie kann ich mich am besten schütze;02.1.Prevention_info
wie schütz ich mich am besten?;02.1.Prevention_info
wie vermeide ich andere anzustecken?;02.1.Prevention_info
Wie kann ich verhindern, dass ich krank werde;02.1.Prevention_info
Wie kann ich vermeiden, dass ich infiziert werde;02.1.Prevention_info
Wie kann ich mich schützen?;02.1.Prevention_info
Wie kann ich die Ausbreitung des Virus stoppen?;02.1.Prevention_info
Wie kann man die Kurve flach halten?;02.1.Prevention_info
Wie kann ich die Ausbreitung verhindern?;02.1.Prevention_info
Wie vermeide ich @covid?;02.1.Prevention_info
Was soll ich tun um die Ausbreitung des Virus einzudämmen?;02.1.Prevention_info
Was ist gute Prävention?;02.1.Prevention_info
Wie kann ich meine Familie vor der Verbreitung des Coronavirus schützen?;02.1.Prevention_info
Was wird mir bei @covid helfen?;02.1.Prevention_info
was soll ich alles tun, um mich zu schützen;02.1.Prevention_info
Tötet Alkohol das Coronavirus ab?;02.2.Prevention_desinfection
Soll ich mein Handy desinfizieren, wenn ich heim komme?;02.2.Prevention_desinfection
Kann ich Kuchen essen, ohne mich zu infizieren?;02.2.Prevention_desinfection
Welche Produkte sollte ich zur Desinfektion des Hauses nehmen?;02.2.Prevention_desinfection
putzmittel @Produkt;02.2.Prevention_desinfection
was tötet den Coronavirus ab?;02.2.Prevention_desinfection
man kann keine Desinfektionstücher mehr kaufen;02.2.Prevention_desinfection
Desinfizieren @Produkt;02.2.Prevention_desinfection
Wie soll ich putzen?;02.2.Prevention_desinfection
mit was kann ich desinfizieren?;02.2.Prevention_desinfection
Wie desinfiziere ich richtig?;02.2.Prevention_desinfection
Welche Oberflächen sollte ich zuerst desinfizieren?;02.2.Prevention_desinfection
Wie kann ich gegen COVID-19 desinfizieren?;02.2.Prevention_desinfection
Muss ich meine Wohnung regelmäßig reinigen;02.2.Prevention_desinfection
Kann ich zur Desinfektion von Oberflächen weißen Essig verwenden?;02.2.Prevention_desinfection
Kann ich Bleichmittel zum abtötten verwenden;02.2.Prevention_desinfection
Kann man sich durch das Berühren eines Einkaufswagens im Supermarkt anstecken?;02.2.Prevention_desinfection
Reicht Seife zum Desinfizieren aus?;02.2.Prevention_desinfection
Gibt es Desinfektionsmittel, die das virus abtöten?;02.2.Prevention_desinfection
Was ist der Unterschied zwischen Reinigung und Desinfektion?;02.2.Prevention_desinfection
Wie kann ich mich desinfizieren?;02.2.Prevention_desinfection
Wie reinige ich meine Wohnung richtig?;02.2.Prevention_desinfection
Wie werde ich den Virus in meinem Haus los?;02.2.Prevention_desinfection
Was sind die Desinfektionsmittel gegen @covid?;02.2.Prevention_desinfection
Wie wasche ich meine Hände mit Seife?;02.3.Prevention_howToWashHands
Wie kann man sich am besten die Hände waschen?;02.3.Prevention_howToWashHands
Wie wasche ich meine Hände richtig gegen @covid?;02.3.Prevention_howToWashHands
Ist Händewaschen gegen @covid wirksam?;02.3.Prevention_howToWashHands
Wie lange sollte ich mir die Hände waschen?;02.3.Prevention_howToWashHands
Wie schnell ist das Händewaschen?;02.3.Prevention_howToWashHands
Kann ich mir die Hände mit einer hydro-alkoholischen Lösung waschen?;02.3.Prevention_howToWashHands
Wie oft am Tag sollte ich mir die Hände waschen?;02.3.Prevention_howToWashHands
Waschen Sie Ihre Hände effektiv;02.3.Prevention_howToWashHands
Wie waschen Sie Ihre Hände richtig?;02.3.Prevention_howToWashHands
Wie waschen Sie Ihre Hände effektiv?;02.3.Prevention_howToWashHands
Ist die Seife von Marseille zum Händewaschen wirksam? ;02.3.Prevention_howToWashHands
Woher weiß ich ob ich mir die Hände richtig wasche?;02.3.Prevention_howToWashHands
Was sind die Tipps zum richtigen Händewaschen?;02.3.Prevention_howToWashHands
Wie kann ich mir am besten die Hände waschen?;02.3.Prevention_howToWashHands
Was ist die wirksamste Methode zum Händewaschen?;02.3.Prevention_howToWashHands
Wie oft sollte ich mir die Hände waschen?;02.3.Prevention_howToWashHands
Muss ich unter den Nägeln reinigen? ;02.3.Prevention_howToWashHands
Wann sollte ich mir die Hände waschen?;02.3.Prevention_howToWashHands
Effektive Reinigung und Handwäsche;02.3.Prevention_howToWashHands
Kann mich eine FFP3-Maske schützen?;02.4.Prevention_Mask
Muss ich eine Maske tragen?;02.4.Prevention_Mask
Schützt mich das Tragen einer Maske vor @covid?;02.4.Prevention_Mask
Hilt die Maske , wenn man bereits immun ist?;02.4.Prevention_Mask
Ich bin mit einem @covid-Träger in Quarantäne, muss ich eine maske tragen?;02.4.Prevention_Mask
Wird die Maske mich schützen?;02.4.Prevention_Mask
Muss ich beim einkaufen eine Maske tragen;02.4.Prevention_Mask
Warum ist das Tragen einer Maske nicht die richtige Antwort? ;02.4.Prevention_Mask
Sollte ich eine Maske verwenden oder nicht?;02.4.Prevention_Mask
Kann mich eine FFP2-Maske schützen?;02.4.Prevention_Mask
Ist die Maske notwendig um sich selbst zu schützen?;02.4.Prevention_Mask
Ist es empfehlenswert im supermarkt eine maske zu tragen?;02.4.Prevention_Mask
Wenn ich nicht krank bin muss ich dann eine maske tragen?;02.4.Prevention_Mask
Kann ich eine Maske wiederverwenden?;02.4.Prevention_Mask
Reicht eine Maske aus um sich zu schützen?;02.4.Prevention_Mask
Muss ich eine Maske tragen?;02.4.Prevention_Mask
Ist das Tragen einer Maske Pflicht, wenn man raus geht?;02.4.Prevention_Mask
Kann man Masken selbst nähen?;02.4.Prevention_Mask
Wo kann man Masken kaufen?;02.4.Prevention_Mask
Kann mich eine Maske vor VIDOC-19 schützen?;02.4.Prevention_Mask
Welches sind die verschiedenen Arten von SChutzmasken;02.4.Prevention_Mask
Warum ist eine Maske nicht die richtige Antwort für Schutz?;02.4.Prevention_Mask
Wird das Tragen der Maske im Freien empfohlen?;02.4.Prevention_Mask
Kann ich jede Art von Handschuhen verwenden?;02.5.Prevention_Gants
Muss ich Handschuhe tragen?;02.5.Prevention_Gants
Warum ist das Tragen von Handschuhen die falsche Antwort? ;02.5.Prevention_Gants
Kann ich bereits getragene Handschuhe wiederverwenden?;02.5.Prevention_Gants
Können Handschuhe mich vor VIDOC-19 schützen?;02.5.Prevention_Gants
Wird das Tragen von Handschuhen im Freien empfohlen?;02.5.Prevention_Gants
Muss ich Handschuhe tragen beim einkaufen?;02.5.Prevention_Gants
Ist es für Gesunde  wirksam, Handschuh zu tragen?;02.5.Prevention_Gants
Ist es obligatorisch, i mFreien Handschuhe zu tragen?;02.5.Prevention_Gants
Wird das Tragen von Handschuhen beim Einkaufen im Supermarkt empfohlen?;02.5.Prevention_Gants
Reichen Handschuhe aus , um sich zu schüten;02.5.Prevention_Gants
Ich lebe mit einem covid infizierten zusammen, muss ich hanschuhe tragen?;02.5.Prevention_Gants
Sind die Handschuhe wiederverwendbar?;02.5.Prevention_Gants
Muss ich Handschuhe tragen?;02.5.Prevention_Gants
Reichen Gummihandschuhe aus;02.5.Prevention_Gants
Werden die Handschuhe mich schützen?;02.5.Prevention_Gants
Schützt mich das Tragen von Handschuhen vor @covid?;02.5.Prevention_Gants
Wenn ich nicht krank bin,  muss ich dann Handschuhe tragen?;02.5.Prevention_Gants
Ich bin in letzter Zeit viel gereist. Was soll ich tun?;02.6.Prevention_ContactInfection
Ich kenne jemanden, der @covid hat, was soll ich tun;02.6.Prevention_ContactInfection
Ich habe Husten und Atembeschwerden. Was soll ich machen?;02.6.Prevention_ContactInfection
Wo kann ich weitere Informationen über @covid erhalten?;02.6.Prevention_ContactInfection
wie schützen, wenn man mit einem infizierten zusammenlebt?;02.6.Prevention_ContactInfection
Mein Mann ist infiziert. Was soll ich tun?;02.6.Prevention_ContactInfection
Wen kann ich für weitere Informationen anrufen?;02.6.Prevention_ContactInfection
Wann sollte ich die 116 117 anrufen?;02.6.Prevention_ContactInfection
Wo kann ich die Informationen finden?;02.6.Prevention_ContactInfection
Mein Partner ist infiziert. Bin ich in Gefahr?;02.6.Prevention_ContactInfection
Ich glaube ich bin infiziert;02.6.Prevention_ContactInfection
Ich glaub ich hab den virus;02.6.Prevention_ContactInfection
Ich bin mit einer infizierten Person in Ausgangssperre;02.6.Prevention_ContactInfection
Was sind die nützlichen Telefonnummern?;02.6.Prevention_ContactInfection
Wie lautet die gebührenfreie Nummer?;02.6.Prevention_ContactInfection
Wann sollte ich fieber messen?;02.6.Prevention_ContactInfection
Wen sollte ich anrufen wenn ich symptom habe?;02.6.Prevention_ContactInfection
Ich habe einen infizierten Mitarbeiter. Was ist zu tun?;02.6.Prevention_ContactInfection
Was soll ich tun wenn ich jemand kenn der den virus hat?;02.6.Prevention_ContactInfection
Wie lautet die Notfallnummer-Nummer?;02.6.Prevention_ContactInfection
"Ich komme gerade von einer Reise zurück und habe Fieber; was soll ich tun?";02.6.Prevention_ContactInfection
Ich hatte Kontakt zu einer mit dem Coronavirus infizierten Person.;02.6.Prevention_ContactInfection
Ich kenne eine infizierte Person;02.6.Prevention_ContactInfection
Was tun wenn ich mit einer infizierten person in Kontakt komme?;02.6.Prevention_ContactInfection
Ich habe mit einer infizierten Person zusammen gegessen.;02.6.Prevention_ContactInfection
Ich wohne mit einer Corona infizierten Person zusammen;02.6.Prevention_ContactInfection
"Ich habe Kontakt zu meinem kranken Nachbarn nebenan gehabt; was soll ich tun?";02.6.Prevention_ContactInfection
Ich war auf einem Konzert. Bin ich infiziert?;02.6.Prevention_ContactInfection
Mein Freund hat Fieber und hustet. Soll ich ihn in ein Zimmer sperren?;02.6.Prevention_ContactInfection
Ich war kürzlich in Italien unterwegs. Was soll ich tun?;02.6.Prevention_ContactInfection
Ich habe einen Verdacht. Wo anrufen?;02.6.Prevention_ContactInfection
